ITEM,RES,TIME,PROD
2,71,19,0.0
2,71,20,0.0
2,71,21,300.0
2,71,22,200.0
2,71,23,100.0
2,71,24,0.0
2,71,25,0.0
2,71,26,300.0
2,71,27,200.0
2,71,28,100.0
2,71,29,0.0
2,71,30,0.0
2,71,31,300.0
2,71,32,200.0
2,71,33,0.0
2,71,34,0.0
2,71,35,0.0
2,71,36,0.0
2,71,37,0.0
2,71,38,0.0
2,71,39,0.0
2,71,40,0.0
2,71,41,0.0
2,71,42,0.0
2,71,43,0.0
2,71,44,0.0
2,71,45,0.0
2,71,46,0.0
2,71,47,0.0
2,71,48,0.0
2,71,49,0.0
2,71,50,0.0
2,72,1,0.0
2,72,2,0.0
2,72,3,0.0
2,72,4,0.0
2,72,5,0.0
2,72,6,0.0
2,72,7,0.0
2,72,8,0.0
2,72,9,0.0
2,72,10,0.0
2,72,11,0.0
2,72,12,0.0
2,72,13,0.0
2,72,14,0.0
2,72,15,0.0
2,72,16,0.0
2,72,17,0.0
2,72,18,0.0
2,72,19,0.0
2,72,20,0.0
2,72,21,0.0
2,72,22,0.0
2,72,23,0.0
2,72,24,0.0
2,72,25,0.0
2,72,26,0.0
2,72,27,0.0
2,72,28,0.0
2,72,29,0.0
2,72,30,0.0
2,72,31,0.0
2,72,32,0.0
2,72,33,0.0
2,72,34,0.0
2,72,35,0.0
2,72,36,0.0
2,72,37,0.0
2,72,38,0.0
2,72,39,0.0
2,72,40,0.0
2,72,41,0.0
2,72,42,0.0
2,72,43,0.0
2,72,44,0.0
2,72,45,0.0
2,72,46,0.0
2,72,47,0.0
2,72,48,0.0
2,72,49,0.0
2,72,50,0.0
2,73,1,0.0
2,73,2,0.0
2,73,3,0.0
2,73,4,0.0
2,73,5,0.0
2,73,6,0.0
2,73,7,0.0
2,73,8,0.0
2,73,9,0.0
2,73,10,0.0
2,73,11,0.0
2,73,12,0.0
2,73,13,0.0
2,73,14,0.0
2,73,15,0.0
2,73,16,0.0
2,73,17,0.0
2,73,18,0.0
2,73,19,0.0
2,73,20,0.0
2,73,21,0.0
2,73,22,0.0
2,73,23,0.0
2,73,24,0.0
2,73,25,0.0
2,73,26,0.0
2,73,27,0.0
2,73,28,0.0
2,73,29,0.0
2,73,30,0.0
2,73,31,0.0
2,73,32,0.0
2,73,33,0.0
2,73,34,0.0
2,73,35,0.0
2,73,36,0.0
2,73,37,0.0
2,73,38,0.0
2,73,39,0.0
2,73,40,0.0
2,73,41,0.0
2,73,42,0.0
2,73,43,0.0
2,73,44,0.0
2,73,45,0.0
2,73,46,0.0
2,73,47,0.0
2,73,48,0.0
2,73,49,0.0
2,73,50,0.0
2,74,1,0.0
2,74,2,0.0
2,74,3,0.0
2,74,4,0.0
2,74,5,0.0
2,74,6,0.0
2,74,7,0.0
2,74,8,0.0
2,74,9,0.0
2,74,10,0.0
2,74,11,0.0
2,74,12,0.0
2,74,13,0.0
2,74,14,0.0
2,74,15,0.0
2,74,16,0.0
2,74,17,0.0
2,74,18,0.0
2,74,19,0.0
2,74,20,0.0
2,74,21,0.0
2,74,22,0.0
2,74,23,0.0
2,74,24,0.0
2,74,25,0.0
2,74,26,0.0
2,74,27,0.0
2,74,28,0.0
2,74,29,0.0
2,74,30,0.0
2,74,31,0.0
2,74,32,0.0
2,74,33,0.0
2,74,34,0.0
2,74,35,0.0
2,74,36,0.0
2,74,37,0.0
2,74,38,0.0
2,74,39,0.0
2,74,40,0.0
2,74,41,0.0
2,74,42,0.0
2,74,43,0.0
2,74,44,0.0
2,74,45,0.0
2,74,46,0.0
2,74,47,0.0
2,74,48,0.0
2,74,49,0.0
2,74,50,0.0
2,75,1,0.0
2,75,2,0.0
2,75,3,0.0
2,75,4,0.0
2,75,5,0.0
2,75,6,0.0
2,75,7,0.0
2,75,8,0.0
2,75,9,0.0
2,75,10,0.0
2,75,11,0.0
2,75,12,0.0
2,75,13,0.0
2,75,14,0.0
2,75,15,0.0
2,75,16,0.0
2,75,17,0.0
2,75,18,0.0
2,75,19,0.0
2,75,20,0.0
2,75,21,0.0
2,75,22,0.0
2,75,23,0.0
2,75,24,0.0
2,75,25,0.0
2,75,26,0.0
2,75,27,0.0
2,75,28,0.0
2,75,29,0.0
2,75,30,0.0
2,75,31,0.0
2,75,32,0.0
2,75,33,0.0
2,75,34,0.0
2,75,35,0.0
2,75,36,0.0
2,75,37,0.0
2,75,38,0.0
2,75,39,0.0
2,75,40,0.0
2,75,41,0.0
2,75,42,0.0
2,75,43,0.0
2,75,44,0.0
2,75,45,0.0
2,75,46,0.0
2,75,47,0.0
2,75,48,0.0
2,75,49,0.0
2,75,50,0.0
2,76,1,0.0
2,76,2,0.0
2,76,3,0.0
2,76,4,0.0
2,76,5,0.0
2,76,6,0.0
2,76,7,0.0
2,76,8,0.0
2,76,9,0.0
2,76,10,0.0
2,76,11,0.0
2,76,12,0.0
2,76,13,0.0
2,76,14,0.0
2,76,15,0.0
2,76,16,0.0
2,76,17,0.0
2,76,18,0.0
2,76,19,0.0
2,76,20,0.0
2,76,21,0.0
2,76,22,0.0
2,76,23,0.0
2,76,24,0.0
2,76,25,0.0
2,76,26,0.0
2,76,27,0.0
2,76,28,0.0
2,76,29,0.0
2,76,30,0.0
2,76,31,0.0
2,76,32,0.0
2,76,33,0.0
2,76,34,0.0
2,76,35,0.0
2,76,36,0.0
2,76,37,0.0
2,76,38,0.0
2,76,39,0.0
2,76,40,0.0
2,76,41,0.0
2,76,42,0.0
2,76,43,0.0
2,76,44,0.0
2,76,45,0.0
2,76,46,0.0
2,76,47,0.0
2,76,48,0.0
2,76,49,0.0
2,76,50,0.0
2,77,1,0.0
2,77,2,0.0
2,77,3,0.0
2,77,4,0.0
2,77,5,0.0
2,77,6,0.0
2,77,7,0.0
2,77,8,0.0
2,77,9,0.0
2,77,10,0.0
2,77,11,0.0
2,77,12,0.0
2,77,13,0.0
2,77,14,0.0
2,77,15,0.0
2,77,16,0.0
2,77,17,0.0
2,77,18,0.0
2,77,19,0.0
2,77,20,0.0
2,77,21,0.0
2,77,22,0.0
2,77,23,0.0
2,77,24,0.0
2,77,25,0.0
2,77,26,0.0
2,77,27,0.0
2,77,28,0.0
2,77,29,0.0
2,77,30,0.0
2,77,31,0.0
2,77,32,0.0
2,77,33,0.0
2,77,34,0.0
2,77,35,0.0
2,77,36,0.0
2,77,37,0.0
2,77,38,0.0
2,77,39,0.0
2,77,40,0.0
2,77,41,0.0
2,77,42,0.0
2,77,43,0.0
2,77,44,0.0
2,77,45,0.0
2,77,46,0.0
2,77,47,0.0
2,77,48,0.0
2,77,49,0.0
2,77,50,0.0
2,78,1,0.0
2,78,2,0.0
2,78,3,0.0
2,78,4,0.0
2,78,5,0.0
2,78,6,0.0
2,78,7,0.0
2,78,8,0.0
2,78,9,0.0
2,78,10,0.0
2,78,11,0.0
2,78,12,0.0
2,78,13,0.0
2,78,14,0.0
2,78,15,0.0
2,78,16,0.0
2,78,17,0.0
2,78,18,0.0
2,78,19,0.0
2,78,20,0.0
2,78,21,0.0
2,78,22,0.0
2,78,23,0.0
2,78,24,0.0
2,78,25,0.0
2,78,26,0.0
2,78,27,0.0
2,78,28,0.0
2,78,29,0.0
2,78,30,0.0
2,78,31,0.0
2,78,32,0.0
2,78,33,0.0
2,78,34,0.0
2,78,35,0.0
2,78,36,0.0
2,78,37,0.0
2,78,38,0.0
2,78,39,0.0
2,78,40,0.0
2,78,41,0.0
2,78,42,0.0
2,78,43,0.0
2,78,44,0.0
2,78,45,0.0
2,78,46,0.0
2,78,47,0.0
2,78,48,0.0
2,78,49,0.0
2,78,50,0.0
2,79,1,0.0
2,79,2,0.0
2,79,3,0.0
2,79,4,0.0
2,79,5,0.0
2,79,6,0.0
2,79,7,0.0
2,79,8,0.0
2,79,9,0.0
2,79,10,0.0
2,79,11,0.0
2,79,12,0.0
2,79,13,0.0
2,79,14,0.0
2,79,15,0.0
2,79,16,0.0
2,79,17,0.0
2,79,18,0.0
2,79,19,0.0
2,79,20,0.0
2,79,21,0.0
2,79,22,0.0
2,79,23,0.0
2,79,24,0.0
2,79,25,0.0
2,79,26,0.0
2,79,27,0.0
2,79,28,0.0
2,79,29,0.0
2,79,30,0.0
2,79,31,0.0
2,79,32,0.0
2,79,33,0.0
2,79,34,0.0
2,79,35,0.0
2,79,36,0.0
2,79,37,0.0
2,79,38,0.0
2,79,39,0.0
2,79,40,0.0
2,79,41,0.0
2,79,42,0.0
2,79,43,0.0
2,79,44,0.0
2,79,45,0.0
2,79,46,0.0
2,79,47,0.0
2,79,48,0.0
2,79,49,0.0
2,79,50,0.0
2,80,1,0.0
2,80,2,0.0
2,80,3,0.0
2,80,4,0.0
2,80,5,0.0
2,80,6,0.0
2,80,7,0.0
2,80,8,0.0
2,80,9,0.0
2,80,10,0.0
2,80,11,0.0
2,80,12,0.0
2,80,13,0.0
2,80,14,0.0
2,80,15,0.0
2,80,16,0.0
2,80,17,0.0
2,80,18,0.0
2,80,19,0.0
2,80,20,0.0
2,80,21,0.0
2,80,22,0.0
2,80,23,0.0
2,80,24,0.0
2,80,25,0.0
2,80,26,0.0
2,80,27,0.0
2,80,28,0.0
2,80,29,0.0
2,80,30,0.0
2,80,31,0.0
2,80,32,0.0
2,80,33,0.0
2,80,34,0.0
2,80,35,0.0
2,80,36,0.0
2,80,37,0.0
2,80,38,0.0
2,80,39,0.0
2,80,40,0.0
2,80,41,0.0
2,80,42,0.0
2,80,43,0.0
2,80,44,0.0
2,80,45,0.0
2,80,46,0.0
2,80,47,0.0
2,80,48,0.0
2,80,49,0.0
2,80,50,0.0
2,81,1,0.0
2,81,2,0.0
2,81,3,0.0
2,81,4,0.0
2,81,5,0.0
2,81,6,0.0
2,81,7,0.0
2,81,8,0.0
2,81,9,0.0
2,81,10,0.0
2,81,11,0.0
2,81,12,0.0
2,81,13,0.0
2,81,14,0.0
2,81,15,0.0
2,81,16,0.0
2,81,17,0.0
2,81,18,0.0
2,81,19,0.0
2,81,20,0.0
2,81,21,0.0
2,81,22,0.0
2,81,23,0.0
2,81,24,0.0
2,81,25,0.0
2,81,26,0.0
2,81,27,0.0
2,81,28,0.0
2,81,29,0.0
2,81,30,0.0
2,81,31,0.0
2,81,32,0.0
2,81,33,0.0
2,81,34,0.0
2,81,35,0.0
2,81,36,0.0
2,81,37,0.0
2,81,38,0.0
2,81,39,0.0
2,81,40,0.0
2,81,41,0.0
2,81,42,0.0
2,81,43,0.0
2,81,44,0.0
2,81,45,0.0
2,81,46,0.0
2,81,47,0.0
2,81,48,0.0
2,81,49,0.0
2,81,50,0.0
2,82,1,0.0
2,82,2,0.0
2,82,3,0.0
2,82,4,0.0
2,82,5,0.0
2,82,6,0.0
2,82,7,0.0
2,82,8,0.0
2,82,9,0.0
2,82,10,0.0
2,82,11,0.0
2,82,12,0.0
2,82,13,0.0
2,82,14,0.0
2,82,15,0.0
2,82,16,0.0
2,82,17,0.0
2,82,18,0.0
2,82,19,0.0
2,82,20,0.0
2,82,21,0.0
2,82,22,0.0
2,82,23,0.0
2,82,24,0.0
2,82,25,0.0
2,82,26,0.0
2,82,27,0.0
2,82,28,0.0
2,82,29,0.0
2,82,30,0.0
2,82,31,0.0
2,82,32,0.0
2,82,33,0.0
2,82,34,0.0
2,82,35,0.0
2,82,36,0.0
2,82,37,0.0
2,82,38,0.0
2,82,39,0.0
2,82,40,0.0
2,82,41,0.0
2,82,42,0.0
2,82,43,0.0
2,82,44,0.0
2,82,45,0.0
2,82,46,0.0
2,82,47,0.0
2,82,48,0.0
2,82,49,0.0
2,82,50,0.0
2,83,1,0.0
2,83,2,0.0
2,83,3,0.0
2,83,4,0.0
2,83,5,0.0
2,83,6,0.0
2,83,7,0.0
2,83,8,0.0
2,83,9,0.0
2,83,10,0.0
2,83,11,0.0
2,83,12,0.0
2,83,13,0.0
2,83,14,0.0
2,83,15,0.0
2,83,16,0.0
2,83,17,0.0
2,83,18,0.0
2,83,19,0.0
2,83,20,0.0
2,83,21,0.0
2,83,22,0.0
2,83,23,0.0
2,83,24,0.0
2,83,25,0.0
2,83,26,0.0
2,83,27,0.0
2,83,28,0.0
2,83,29,0.0
2,83,30,0.0
2,83,31,0.0
2,83,32,0.0
2,83,33,0.0
2,83,34,0.0
2,83,35,0.0
2,83,36,0.0
2,83,37,0.0
2,83,38,0.0
2,83,39,0.0
2,83,40,0.0
2,83,41,0.0
2,83,42,0.0
2,83,43,0.0
2,83,44,0.0
2,83,45,0.0
2,83,46,0.0
2,83,47,0.0
2,83,48,0.0
2,83,49,0.0
2,83,50,0.0
2,84,1,0.0
2,84,2,0.0
2,84,3,0.0
2,84,4,0.0
2,84,5,0.0
2,84,6,0.0
2,84,7,0.0
2,84,8,0.0
2,84,9,0.0
2,84,10,0.0
2,84,11,0.0
2,84,12,0.0
2,84,13,0.0
2,84,14,0.0
2,84,15,0.0
2,84,16,0.0
2,84,17,0.0
2,84,18,0.0
2,84,19,0.0
2,84,20,0.0
2,84,21,0.0
2,84,22,0.0
2,84,23,0.0
2,84,24,0.0
2,84,25,0.0
2,84,26,0.0
2,84,27,0.0
2,84,28,0.0
2,84,29,0.0
2,84,30,0.0
2,84,31,0.0
2,84,32,0.0
2,84,33,0.0
2,84,34,0.0
2,84,35,0.0
2,84,36,0.0
2,84,37,0.0
2,84,38,0.0
2,84,39,0.0
2,84,40,0.0
2,84,41,0.0
2,84,42,0.0
2,84,43,0.0
2,84,44,0.0
2,84,45,0.0
2,84,46,0.0
2,84,47,0.0
2,84,48,0.0
2,84,49,0.0
2,84,50,0.0
2,85,1,0.0
2,85,2,0.0
2,85,3,0.0
2,85,4,0.0
2,85,5,0.0
2,85,6,0.0
2,85,7,0.0
2,85,8,0.0
2,85,9,0.0
2,85,10,0.0
2,85,11,0.0
2,85,12,0.0
2,85,13,0.0
2,85,14,0.0
2,85,15,0.0
2,85,16,0.0
2,85,17,0.0
2,85,18,0.0
2,85,19,0.0
2,85,20,0.0
2,85,21,0.0
2,85,22,0.0
2,85,23,0.0
2,85,24,0.0
2,85,25,0.0
2,85,26,0.0
2,85,27,0.0
2,85,28,0.0
2,85,29,0.0
2,85,30,0.0
2,85,31,0.0
2,85,32,0.0
2,85,33,0.0
2,85,34,0.0
2,85,35,0.0
2,85,36,0.0
2,85,37,0.0
2,85,38,0.0
2,85,39,0.0
2,85,40,0.0
2,85,41,0.0
2,85,42,0.0
2,85,43,0.0
2,85,44,0.0
2,85,45,0.0
2,85,46,0.0
2,85,47,0.0
2,85,48,0.0
2,85,49,0.0
2,85,50,0.0
2,86,1,0.0
2,86,2,0.0
2,86,3,0.0
2,86,4,0.0
2,86,5,0.0
2,86,6,0.0
2,86,7,0.0
2,86,8,0.0
2,86,9,0.0
2,86,10,0.0
2,86,11,0.0
2,86,12,0.0
2,86,13,0.0
2,86,14,0.0
2,86,15,0.0
2,86,16,0.0
2,86,17,0.0
2,86,18,0.0
2,86,19,0.0
2,86,20,0.0
2,86,21,0.0
2,86,22,0.0
2,86,23,0.0
2,86,24,0.0
2,86,25,0.0
2,86,26,0.0
2,86,27,0.0
2,86,28,0.0
2,86,29,0.0
2,86,30,0.0
2,86,31,0.0
2,86,32,0.0
2,86,33,0.0
2,86,34,0.0
2,86,35,0.0
2,86,36,0.0
2,86,37,0.0
2,86,38,0.0
2,86,39,0.0
2,86,40,0.0
2,86,41,0.0
2,86,42,0.0
2,86,43,0.0
2,86,44,0.0
2,86,45,0.0
2,86,46,0.0
2,86,47,0.0
2,86,48,0.0
2,86,49,0.0
2,86,50,0.0
2,87,1,0.0
2,87,2,0.0
2,87,3,0.0
2,87,4,0.0
2,87,5,0.0
2,87,6,0.0
2,87,7,0.0
2,87,8,0.0
2,87,9,0.0
2,87,10,0.0
2,87,11,0.0
2,87,12,0.0
2,87,13,0.0
2,87,14,0.0
2,87,15,0.0
2,87,16,0.0
2,87,17,0.0
2,87,18,0.0
2,87,19,0.0
2,87,20,0.0
2,87,21,0.0
2,87,22,0.0
2,87,23,0.0
2,87,24,0.0
2,87,25,0.0
2,87,26,0.0
2,87,27,0.0
2,87,28,0.0
2,87,29,0.0
2,87,30,0.0
2,87,31,0.0
2,87,32,0.0
2,87,33,0.0
2,87,34,0.0
2,87,35,0.0
2,87,36,0.0
2,87,37,0.0
2,87,38,0.0
2,87,39,0.0
2,87,40,0.0
2,87,41,0.0
2,87,42,0.0
2,87,43,0.0
2,87,44,0.0
2,87,45,0.0
2,87,46,0.0
2,87,47,0.0
2,87,48,0.0
2,87,49,0.0
2,87,50,0.0
2,88,1,0.0
2,88,2,0.0
2,88,3,0.0
2,88,4,0.0
2,88,5,0.0
2,88,6,0.0
2,88,7,0.0
2,88,8,0.0
2,88,9,0.0
2,88,10,0.0
2,88,11,0.0
2,88,12,0.0
2,88,13,0.0
2,88,14,0.0
2,88,15,0.0
2,88,16,0.0
2,88,17,0.0
2,88,18,0.0
2,88,19,0.0
2,88,20,0.0
2,88,21,0.0
2,88,22,0.0
2,88,23,0.0
2,88,24,0.0
2,88,25,0.0
2,88,26,0.0
2,88,27,0.0
2,88,28,0.0
2,88,29,0.0
2,88,30,0.0
2,88,31,0.0
2,88,32,0.0
2,88,33,0.0
2,88,34,0.0
2,88,35,0.0
2,88,36,0.0
2,88,37,0.0
2,88,38,0.0
2,88,39,0.0
2,88,40,0.0
2,88,41,0.0
2,88,42,0.0
2,88,43,0.0
2,88,44,0.0
2,88,45,0.0
2,88,46,0.0
2,88,47,0.0
2,88,48,0.0
2,88,49,0.0
2,88,50,0.0
2,89,1,0.0
2,89,2,0.0
2,89,3,0.0
2,89,4,0.0
2,89,5,0.0
2,89,6,0.0
2,89,7,0.0
2,89,8,0.0
2,89,9,0.0
2,89,10,0.0
2,89,11,0.0
2,89,12,0.0
2,89,13,0.0
2,89,14,0.0
2,89,15,0.0
2,89,16,0.0
2,89,17,0.0
2,89,18,0.0
2,89,19,0.0
2,89,20,0.0
2,89,21,0.0
2,89,22,0.0
2,89,23,0.0
2,89,24,0.0
2,89,25,0.0
2,89,26,0.0
2,89,27,0.0
2,89,28,0.0
2,89,29,0.0
2,89,30,0.0
2,89,31,0.0
2,89,32,0.0
2,89,33,0.0
2,89,34,0.0
2,89,35,0.0
2,89,36,0.0
2,89,37,0.0
2,89,38,0.0
2,89,39,0.0
2,89,40,0.0
2,89,41,0.0
2,89,42,0.0
2,89,43,0.0
2,89,44,0.0
2,89,45,0.0
2,89,46,0.0
2,89,47,0.0
2,89,48,0.0
2,89,49,0.0
2,89,50,0.0
2,90,1,0.0
2,90,2,0.0
2,90,3,0.0
2,90,4,0.0
2,90,5,0.0
2,90,6,0.0
2,90,7,0.0
2,90,8,0.0
2,90,9,0.0
2,90,10,0.0
2,90,11,0.0
2,90,12,0.0
2,90,13,0.0
2,90,14,0.0
2,90,15,0.0
2,90,16,0.0
2,90,17,0.0
2,90,18,0.0
2,90,19,0.0
2,90,20,0.0
2,90,21,0.0
2,90,22,0.0
2,90,23,0.0
2,90,24,0.0
2,90,25,0.0
2,90,26,0.0
2,90,27,0.0
2,90,28,0.0
2,90,29,0.0
2,90,30,0.0
2,90,31,0.0
2,90,32,0.0
2,90,33,0.0
2,90,34,0.0
2,90,35,0.0
2,90,36,0.0
2,90,37,0.0
2,90,38,0.0
2,90,39,0.0
2,90,40,0.0
2,90,41,0.0
2,90,42,0.0
2,90,43,0.0
2,90,44,0.0
2,90,45,0.0
2,90,46,0.0
2,90,47,0.0
2,90,48,0.0
2,90,49,0.0
2,90,50,0.0
2,91,1,0.0
2,91,2,0.0
2,91,3,0.0
2,91,4,0.0
2,91,5,0.0
2,91,6,0.0
2,91,7,0.0
2,91,8,0.0
2,91,9,0.0
2,91,10,0.0
2,91,11,0.0
2,91,12,0.0
2,91,13,0.0
2,91,14,0.0
2,91,15,0.0
2,91,16,0.0
2,91,17,0.0
2,91,18,0.0
2,91,19,0.0
2,91,20,0.0
2,91,21,0.0
2,91,22,0.0
2,91,23,0.0
2,91,24,0.0
2,91,25,0.0
2,91,26,0.0
2,91,27,0.0
2,91,28,0.0
2,91,29,0.0
2,91,30,0.0
2,91,31,0.0
2,91,32,0.0
2,91,33,0.0
2,91,34,0.0
2,91,35,0.0
2,91,36,0.0
2,91,37,0.0
2,91,38,0.0
2,91,39,0.0
2,91,40,0.0
2,91,41,0.0
2,91,42,0.0
2,91,43,0.0
2,91,44,0.0
2,91,45,0.0
2,91,46,0.0
2,91,47,0.0
2,91,48,0.0
2,91,49,0.0
2,91,50,0.0
2,92,1,0.0
2,92,2,0.0
2,92,3,0.0
2,92,4,0.0
2,92,5,0.0
2,92,6,0.0
2,92,7,0.0
2,92,8,0.0
2,92,9,0.0
2,92,10,0.0
2,92,11,0.0
2,92,12,0.0
2,92,13,0.0
2,92,14,0.0
2,92,15,0.0
2,92,16,0.0
2,92,17,0.0
2,92,18,0.0
2,92,19,0.0
2,92,20,0.0
2,92,21,0.0
2,92,22,0.0
2,92,23,0.0
2,92,24,0.0
2,92,25,0.0
2,92,26,0.0
2,92,27,0.0
2,92,28,0.0
2,92,29,0.0
2,92,30,0.0
2,92,31,0.0
2,92,32,0.0
2,92,33,0.0
2,92,34,0.0
2,92,35,0.0
2,92,36,0.0
2,92,37,0.0
2,92,38,0.0
2,92,39,0.0
2,92,40,0.0
2,92,41,0.0
2,92,42,0.0
2,92,43,0.0
2,92,44,0.0
2,92,45,0.0
2,92,46,0.0
2,92,47,0.0
2,92,48,0.0
2,92,49,0.0
2,92,50,0.0
2,93,1,0.0
2,93,2,0.0
2,93,3,0.0
2,93,4,0.0
2,93,5,0.0
2,93,6,0.0
2,93,7,0.0
2,93,8,0.0
2,93,9,0.0
2,93,10,0.0
2,93,11,0.0
2,93,12,0.0
2,93,13,0.0
2,93,14,0.0
2,93,15,0.0
2,93,16,0.0
2,93,17,0.0
2,93,18,0.0
2,93,19,0.0
2,93,20,0.0
2,93,21,0.0
2,93,22,0.0
2,93,23,0.0
2,93,24,0.0
2,93,25,0.0
2,93,26,0.0
2,93,27,0.0
2,93,28,0.0
2,93,29,0.0
2,93,30,0.0
2,93,31,0.0
2,93,32,0.0
2,93,33,0.0
2,93,34,0.0
2,93,35,0.0
2,93,36,0.0
2,93,37,0.0
2,93,38,0.0
2,93,39,0.0
2,93,40,0.0
2,93,41,0.0
2,93,42,0.0
2,93,43,0.0
2,93,44,0.0
2,93,45,0.0
2,93,46,0.0
2,93,47,0.0
2,93,48,0.0
2,93,49,0.0
2,93,50,0.0
2,94,1,0.0
2,94,2,0.0
2,94,3,0.0
2,94,4,0.0
2,94,5,0.0
2,94,6,0.0
2,94,7,0.0
2,94,8,0.0
2,94,9,0.0
2,94,10,0.0
2,94,11,0.0
2,94,12,0.0
2,94,13,0.0
2,94,14,0.0
2,94,15,0.0
2,94,16,0.0
2,94,17,0.0
2,94,18,0.0
2,94,19,0.0
2,94,20,0.0
2,94,21,0.0
2,94,22,0.0
2,94,23,0.0
2,94,24,0.0
2,94,25,0.0
2,94,26,0.0
2,94,27,0.0
2,94,28,0.0
2,94,29,0.0
2,94,30,0.0
2,94,31,0.0
2,94,32,0.0
2,94,33,0.0
2,94,34,0.0
2,94,35,0.0
2,94,36,0.0
2,94,37,0.0
2,94,38,0.0
2,94,39,0.0
2,94,40,0.0
2,94,41,0.0
2,94,42,0.0
2,94,43,0.0
2,94,44,0.0
2,94,45,0.0
2,94,46,0.0
2,94,47,0.0
2,94,48,0.0
2,94,49,0.0
2,94,50,0.0
2,95,1,0.0
2,95,2,0.0
2,95,3,0.0
2,95,4,0.0
2,95,5,0.0
2,95,6,0.0
2,95,7,0.0
2,95,8,0.0
2,95,9,0.0
2,95,10,0.0
2,95,11,0.0
2,95,12,0.0
2,95,13,0.0
2,95,14,0.0
2,95,15,0.0
2,95,16,0.0
2,95,17,0.0
2,95,18,0.0
2,95,19,0.0
2,95,20,0.0
2,95,21,0.0
2,95,22,0.0
2,95,23,0.0
2,95,24,0.0
2,95,25,0.0
2,95,26,0.0
2,95,27,0.0
2,95,28,0.0
2,95,29,0.0
2,95,30,0.0
2,95,31,0.0
2,95,32,0.0
2,95,33,0.0
2,95,34,0.0
2,95,35,0.0
2,95,36,0.0
2,95,37,0.0
2,95,38,0.0
2,95,39,0.0
2,95,40,0.0
2,95,41,0.0
2,95,42,0.0
2,95,43,0.0
2,95,44,0.0
2,95,45,0.0
2,95,46,0.0
2,95,47,0.0
2,95,48,0.0
2,95,49,0.0
2,95,50,0.0
2,96,1,0.0
2,96,2,0.0
2,96,3,0.0
2,96,4,0.0
2,96,5,0.0
2,96,6,0.0
2,96,7,0.0
2,96,8,0.0
2,96,9,0.0
2,96,10,0.0
2,96,11,0.0
2,96,12,0.0
2,96,13,0.0
2,96,14,0.0
2,96,15,0.0
2,96,16,0.0
2,96,17,0.0
2,96,18,0.0
2,96,19,0.0
2,96,20,0.0
2,96,21,0.0
2,96,22,0.0
2,96,23,0.0
2,96,24,0.0
2,96,25,0.0
2,96,26,0.0
2,96,27,0.0
2,96,28,0.0
2,96,29,0.0
2,96,30,0.0
2,96,31,0.0
2,96,32,0.0
2,96,33,0.0
2,96,34,0.0
2,96,35,0.0
2,96,36,0.0
2,96,37,0.0
2,96,38,0.0
2,96,39,0.0
2,96,40,0.0
2,96,41,0.0
2,96,42,0.0
2,96,43,0.0
2,96,44,0.0
2,96,45,0.0
2,96,46,0.0
2,96,47,0.0
2,96,48,0.0
2,96,49,0.0
2,96,50,0.0
2,97,1,0.0
2,97,2,0.0
2,97,3,0.0
2,97,4,0.0
2,97,5,0.0
2,97,6,0.0
2,97,7,0.0
2,97,8,0.0
2,97,9,0.0
2,97,10,0.0
2,97,11,0.0
2,97,12,0.0
2,97,13,0.0
2,97,14,0.0
2,97,15,0.0
2,97,16,0.0
2,97,17,0.0
2,97,18,0.0
2,97,19,0.0
2,97,20,0.0
2,97,21,0.0
2,97,22,0.0
2,97,23,0.0
2,97,24,0.0
2,97,25,0.0
2,97,26,0.0
2,97,27,0.0
2,97,28,0.0
2,97,29,0.0
2,97,30,0.0
2,97,31,0.0
2,97,32,0.0
2,97,33,0.0
2,97,34,0.0
2,97,35,0.0
2,97,36,0.0
2,97,37,0.0
2,97,38,0.0
2,97,39,0.0
2,97,40,0.0
2,97,41,0.0
2,97,42,0.0
2,97,43,0.0
2,97,44,0.0
2,97,45,0.0
2,97,46,0.0
2,97,47,0.0
2,97,48,0.0
2,97,49,0.0
2,97,50,0.0
2,98,1,0.0
2,98,2,0.0
2,98,3,0.0
2,98,4,0.0
2,98,5,0.0
2,98,6,0.0
2,98,7,0.0
2,98,8,0.0
2,98,9,0.0
2,98,10,0.0
2,98,11,0.0
2,98,12,0.0
2,98,13,0.0
2,98,14,0.0
2,98,15,0.0
2,98,16,0.0
2,98,17,0.0
2,98,18,0.0
2,98,19,0.0
2,98,20,0.0
2,98,21,0.0
2,98,22,0.0
2,98,23,0.0
2,98,24,0.0
2,98,25,0.0
2,98,26,0.0
2,98,27,0.0
2,98,28,0.0
2,98,29,0.0
2,98,30,0.0
2,98,31,0.0
2,98,32,0.0
2,98,33,0.0
2,98,34,0.0
2,98,35,0.0
2,98,36,0.0
2,98,37,0.0
2,98,38,0.0
2,98,39,0.0
2,98,40,0.0
2,98,41,0.0
2,98,42,0.0
2,98,43,0.0
2,98,44,0.0
2,98,45,0.0
2,98,46,0.0
2,98,47,0.0
2,98,48,0.0
2,98,49,0.0
2,98,50,0.0
2,99,1,0.0
2,99,2,0.0
2,99,3,0.0
2,99,4,0.0
2,99,5,0.0
2,99,6,0.0
2,99,7,0.0
2,99,8,0.0
2,99,9,0.0
2,99,10,0.0
2,99,11,0.0
2,99,12,0.0
2,99,13,0.0
2,99,14,0.0
2,99,15,0.0
2,99,16,0.0
